image_id,prediction_string
000000064599,22 250.139 246.244 25 363.594 276.524 63 410.630 16.078 82 504.614 137.818 120 118.404 294.449 187 446.896 245.579
000000064794,54 379.681 159.307 83 47.883 36.447 95 503.232 115.659 132 487.142 268.100 197 239.750 138.627 225 129.100 112.112
000000065773,10 256.923 185.248 63 528.395 135.560 97 58.400 200.487 117 465.700 159.104 190 452.420 77.642
000000065965,87 469.507 79.361 99 155.181 275.563 150 382.903 244.910 238 563.853 295.374
000000066944,22 564.044 222.240 59 418.633 35.318 68 53.425 252.844 119 491.568 244.020 178 360.993 334.615 192 468.337 255.971
000000066960,32 139.885 196.038 44 202.049 199.747 90 322.008 247.180 114 467.212 113.247 145 561.954 38.327
000000067084,69 271.140 90.414 118 183.751 250.535 145 155.701 113.288 209 544.773 84.264 228 523.169 312.124
000000067420,25 305.995 36.293 53 156.391 230.695 56 518.192 326.300 104 464.038 166.555 146 177.591 262.432 175 370.659 303.101 243 538.044 236.904
000000067655,77 462.466 225.964 93 489.438 91.041 107 198.841 128.005 107 383.578 180.893 119 45.372 257.748 125 623.027 51.973 148 125.134 194.521 201 264.994 198.257 237 557.307 240.699
000000067765,48 620.064 203.329 124 381.790 56.152 128 198.393 52.541 136 552.359 285.155 153 440.061 133.535 175 260.180 106.569 232 610.887 114.923
000000068238,0 355.444 48.017 21 437.805 88.190 30 402.409 325.053 210 525.572 226.749 239 16.833 181.285
000000068261,78 321.696 31.819 92 300.368 86.636 195 108.049 217.702
000000068293,48 490.762 37.484 89 556.591 71.914 101 589.557 188.943 136 52.530 74.970 172 373.108 202.071 232 542.150 302.762 240 41.069 168.025
000000068581,30 410.970 26.078 33 341.836 66.336 139 168.138 203.702 177 584.480 29.400
000000068688,152 534.807 29.470 207 131.475 307.445 247 371.369 229.357
000000069325,42 286.239 88.255 46 517.922 190.190 70 174.279 252.242 89 397.641 155.326 132 42.264 203.514 135 58.436 234.662 142 448.607 96.294 152 609.050 58.848 249 374.588 33.392
000000069468,39 292.549 90.445 57 571.051 167.868 61 261.486 206.668 144 353.436 298.443
000000070865,40 216.696 313.211 57 583.330 254.275 215 368.659 278.935
000000071224,96 585.538 304.342 114 191.084 75.718 168 487.843 25.297 192 74.859 258.105
000000072096,8 368.243 153.658 8 420.887 109.162 43 65.133 280.467 91 162.477 254.986 114 353.774 217.221 148 252.932 339.162 215 530.802 184.351 226 189.349 49.244 242 498.154 290.754
000000072430,9 454.259 60.182 10 84.016 186.082 20 299.676 74.411 37 422.799 115.108 174 123.573 328.973 177 498.752 282.735 189 388.241 343.762 245 589.188 292.505
000000072821,45 110.439 134.112 54 364.016 235.846 91 574.530 90.788 203 315.764 334.736
000000072989,37 107.102 276.040 58 553.834 32.173 66 94.034 176.954 86 22.474 61.148 244 444.080 241.035 249 178.777 72.490
000000073045,34 121.160 272.888 62 571.025 265.009 77 132.926 116.090 105 295.151 180.165 166 23.867 342.537 166 463.033 282.744 169 86.169 267.070
000000073276,1 244.118 43.765 47 528.171 107.828 83 314.413 221.849 83 338.318 43.258 115 321.296 161.088
000000073280,58 535.557 250.110 62 303.080 124.570 77 415.255 218.440 96 573.668 82.384 134 35.275 305.926 142 166.891 317.155 173 92.832 297.081 202 143.116 135.794
000000074090,12 483.391 243.157 46 37.722 165.089 90 463.430 50.557
000000074156,38 581.261 185.760 141 329.436 82.316 162 556.942 265.936 208 262.665 124.541 224 388.503 311.365 242 51.861 210.411
000000074335,8 224.214 194.162 12 609.496 83.009 33 520.181 229.295 90 558.432 180.252 123 57.743 128.507 126 186.325 101.563
000000074460,31 181.909 299.680 129 556.866 245.991 187 551.027 31.207 215 246.308 220.207 220 157.238 235.147 228 415.766 115.367
000000074502,93 353.990 289.046 139 252.828 87.010 174 186.782 172.742 177 277.677 170.401 224 220.826 187.514
000000074638,31 215.276 155.680 53 380.783 143.580 63 34.422 26.434 68 437.322 258.482 92 581.239 197.360 163 465.137 31.193 209 51.026 69.031
000000074863,34 312.131 65.843 46 276.010 99.577 60 95.095 195.606 102 223.456 301.767 116 105.182 319.405 154 505.324 52.580 188 378.960 57.575
000000075183,0 155.064 235.807 8 111.306 152.935 71 468.068 304.531
000000075324,94 250.364 9.409 243 355.335 292.069
000000075546,31 301.112 210.042 60 260.675 184.701 77 505.209 158.416 129 181.057 125.446
000000075723,45 257.081 206.021 233 576.294 103.150
000000075906,8 210.399 316.863 29 485.876 263.247 111 477.547 71.052 115 298.428 108.497 156 416.736 339.089
000000076846,96 578.351 152.233 216 91.761 289.725
000000076866,13 520.438 323.885 66 251.372 100.148 117 125.902 131.738 121 90.315 290.863 138 374.239 183.651
000000076937,4 441.036 64.899 76 113.523 160.694 154 618.554 62.219
000000077050,34 344.132 288.985 48 214.636 311.741 138 466.293 228.777 166 509.446 204.173 180 519.110 284.053 186 163.550 142.513 192 560.297 35.234
000000077377,15 135.478 164.560 63 593.884 258.494 75 325.874 219.588 144 157.879 301.790 168 300.571 275.660 207 451.073 139.084 220 210.711 241.829 243 46.962 262.825 245 413.248 286.392
000000077380,33 358.528 165.186 45 150.466 238.687 69 339.727 87.134 136 598.066 287.501 181 467.760 122.557 194 30.677 297.746 213 147.201 181.949 248 299.035 150.873
000000077660,53 464.740 288.429 125 395.622 241.091 185 53.212 306.663 195 257.488 125.390 212 400.632 35.208 234 454.976 207.480
000000077680,96 160.888 105.518 152 465.166 140.256 170 211.237 60.473 247 477.573 331.007
000000077814,33 383.172 95.519 41 131.267 207.424 196 478.404 341.808
000000078578,37 543.397 118.807 113 498.348 289.169 162 220.040 16.656 179 92.152 150.866 216 228.402 74.491 219 592.626 294.384
000000078720,102 101.009 266.129 131 556.367 289.433 248 216.756 102.003
000000078896,23 219.006 154.051 48 391.301 238.438 90 346.107 141.149 97 559.681 291.857 165 340.433 260.563 213 462.071 248.966
000000079217,11 158.249 81.755 45 243.166 247.945 80 444.919 134.392 140 357.572 267.635 161 208.534 49.003 172 111.229 73.178 181 325.801 75.879 239 251.516 153.442
000000079260,51 355.290 93.159 110 147.110 103.490 241 578.059 256.233
000000079517,40 229.804 57.497 74 331.855 111.214 108 506.095 115.723 125 47.425 294.507 142 99.304 92.096 232 484.373 251.348
000000079824,46 484.486 179.670 219 191.926 270.952 242 234.788 269.096 245 551.300 172.096
000000080073,60 419.016 106.841 83 465.549 300.522 109 499.173 265.635 194 312.062 178.995
000000080306,35 376.848 186.870 56 105.665 65.981 72 157.123 60.415 81 563.653 96.202 162 292.645 71.774 184 417.516 131.441
000000080406,117 82.054 100.193 128 349.603 145.394 131 312.093 148.380 132 597.065 194.677 155 598.909 55.489
000000080566,52 37.164 142.459 61 407.679 165.282 98 94.782 290.955 127 82.939 232.609 183 142.811 63.418 197 160.234 207.816 228 318.099 252.353
000000081585,46 582.895 118.998 70 202.962 111.715 147 461.121 224.235 185 511.687 288.941 186 171.366 285.877
000000081995,15 581.858 309.616 20 520.076 53.567 179 480.712 162.887 209 576.938 92.212
000000082411,23 367.723 300.227 25 54.451 71.389 29 98.247 221.077 64 274.140 65.138 109 65.787 119.958 136 422.312 84.328 151 39.078 223.328 172 538.188 309.596 225 302.488 268.804
000000083619,102 117.888 286.776 126 565.292 46.535 170 231.517 246.086 202 294.732 26.353 204 217.121 118.397
000000083925,15 192.472 270.812 45 230.738 291.132 75 56.453 287.080 90 37.904 48.705 107 116.990 156.390 108 263.169 239.196 193 31.401 167.335 200 337.615 32.117
000000084489,0 223.917 71.321 23 311.131 25.896 87 205.313 115.840 128 544.604 71.051 151 365.504 180.280 174 73.619 70.203 207 226.533 263.807
000000084884,11 302.394 167.870 164 514.313 258.734 170 256.747 190.167 195 356.897 321.431
000000085162,22 501.134 39.916 47 349.686 311.358 80 111.860 270.941 97 69.816 80.246 104 172.870 171.167 125 284.245 153.545 192 249.923 63.903
000000085813,55 44.044 186.137 97 265.184 283.424 124 459.875 249.142 184 126.150 60.789 188 586.684 123.503 190 375.849 274.989
000000086031,2 581.128 18.897 4 540.303 192.868 33 389.386 86.859 126 477.765 137.977 214 61.794 261.719 241 197.822 337.054 245 446.242 199.737
000000086329,37 353.972 45.433 48 453.756 142.699 162 180.768 169.944 229 110.620 279.362
000000086555,52 253.921 34.475 55 75.888 66.585 56 507.416 330.800
000000086559,32 379.928 215.090 205 141.083 92.322 210 452.427 199.093 230 555.895 88.614 235 51.577 193.889
000000086654,28 555.415 307.878 29 398.939 287.594 40 98.738 108.916 77 18.667 198.846 110 150.035 132.329 246 59.622 323.838
000000086687,60 153.902 48.425 143 108.299 242.083 154 285.110 60.154 169 382.939 143.745 180 566.128 54.711 226 271.003 226.081
000000086884,20 42.906 211.620 97 604.921 319.830 147 284.014 197.809 184 298.433 248.043 210 57.686 129.311 247 439.392 74.855
000000087354,11 572.429 218.345 23 105.900 45.547 69 251.164 189.905 86 469.062 233.722 111 241.068 100.273
000000088072,63 508.315 124.001 87 596.487 85.556 113 302.988 102.319 152 72.118 96.170 222 237.997 100.591 225 64.356 290.817
000000088102,58 572.936 299.639 83 380.760 34.023 221 137.529 280.829
000000088552,78 399.350 99.118 114 228.141 275.363 164 373.836 207.778
000000088647,23 331.059 81.609 23 85.356 228.313 32 412.782 303.905 64 246.360 133.373 77 520.904 79.915 94 179.845 228.617 127 95.878 27.049 156 168.936 319.047 205 252.334 86.745 225 372.573 135.879 235 329.968 347.625
000000089281,33 195.346 303.594 78 534.030 83.103 202 60.776 179.472
000000089481,3 545.785 331.546 40 305.175 182.125 72 157.514 292.643 117 290.491 77.560 143 174.150 149.151 158 430.782 233.997 159 44.870 307.757 192 265.689 264.387
000000089515,122 218.728 245.544 143 169.846 254.630 240 462.967 318.454 243 185.690 152.932 249 77.487 119.240
000000089829,7 457.785 272.890 13 603.397 144.580 35 75.468 293.609 125 229.628 194.770 181 465.782 123.968
000000090659,61 553.044 290.520 62 460.381 282.299 167 465.629 64.825 179 473.379 165.683 182 437.609 232.454 210 85.817 181.257
000000091336,6 201.849 132.983 27 430.685 220.447 42 238.563 71.125 113 520.140 48.418 203 31.483 317.217
000000091886,4 68.355 33.196 43 119.934 158.754 50 581.069 131.478 84 245.941 88.756 130 172.889 134.382 178 529.860 243.994 226 33.997 261.657
000000092034,4 442.538 292.160 28 415.473 155.147 36 378.548 211.605 46 141.586 118.161 73 268.935 43.081 81 347.366 167.491 84 199.179 47.704 107 502.995 23.989 227 202.950 198.753
000000092244,10 166.792 143.116 75 378.419 282.301 163 58.411 314.230 193 242.298 275.877
000000092685,19 522.195 49.967 36 129.409 117.624 128 156.933 66.107
000000093393,104 24.678 314.226 124 486.758 342.604 135 324.137 215.050 147 162.176 218.137 173 357.780 23.137 179 493.056 191.083 197 468.567 97.252 202 327.897 145.733
000000093590,62 338.979 217.477 93 372.200 75.744 114 550.013 230.494
000000094132,24 569.179 63.152 120 351.957 174.365 150 147.796 310.923 182 453.372 290.218 242 317.350 278.416
000000094293,210 301.283 84.715
000000094392,65 446.431 238.281 138 486.186 55.372 215 514.209 314.810
000000094436,35 300.405 49.567 64 152.145 219.428 171 205.599 258.003 235 440.798 320.435 243 222.573 291.763
000000095383,17 207.184 117.247 70 208.218 217.028 77 107.556 306.529 168 538.375 107.421 176 316.791 50.889 231 332.692 150.168
000000095422,86 562.702 245.874 97 47.686 186.703 214 261.221 314.313
000000095533,60 600.484 213.101 81 354.928 88.412 160 433.476 142.769 162 380.968 64.147 193 566.605 271.585 217 555.501 28.969
000000095809,33 232.696 83.337 42 386.830 168.549 102 156.555 286.705 123 456.370 225.034 124 513.654 287.046 130 111.184 169.914 134 251.832 158.069 172 178.775 310.801 237 163.967 51.692
000000095812,15 376.675 147.930 50 466.197 253.545 64 448.342 293.267 137 232.914 270.000 137 620.043 165.160 183 591.026 218.177 192 505.122 78.130
000000096161,65 567.761 132.491 91 412.483 307.603 174 83.818 35.716 180 107.062 216.541
000000096463,42 585.785 253.331 68 474.385 87.532 68 588.302 67.558 80 243.542 101.199 112 86.187 69.845 122 285.565 290.878 132 433.393 213.415 199 193.333 181.541 248 557.109 171.549
000000096754,53 438.489 309.462 161 392.588 306.900 172 409.680 62.347 180 28.461 59.438 216 388.458 168.645 226 359.500 88.092
000000097311,24 187.411 100.390 65 515.567 36.093 68 322.768 90.558 84 186.819 234.835 106 569.779 195.909 167 319.519 135.985
000000097543,108 169.370 222.592 162 242.767 113.559 223 70.479 288.558
000000097790,3 304.201 286.340 40 300.902 215.357 92 311.185 149.132 106 451.669 97.177 108 255.293 110.943 151 251.279 206.140 177 449.493 231.218 193 140.744 184.755 218 520.906 144.609
000000098437,96 235.753 295.583 125 472.420 169.557 233 510.994 314.650 245 134.868 163.677
000000098514,8 428.790 79.851 18 557.471 168.451 43 151.849 325.143 163 128.999 59.617 188 60.133 84.372 202 286.046 279.807 206 384.864 193.799
000000098596,28 52.344 269.739 74 332.803 267.297 93 312.137 173.891 101 117.505 90.086
000000098729,34 261.185 174.164 67 440.509 144.178 68 608.951 346.043 125 556.261 100.269 174 322.022 284.451 178 168.840 312.190 182 225.918 93.434 195 49.060 81.585 230 120.747 248.051 238 294.863 53.606
000000098801,159 265.959 220.845 187 580.364 216.897 191 324.365 263.954 200 112.690 78.179 235 136.935 328.959
000000099115,147 332.442 173.383 151 123.606 258.126 192 205.335 297.508 199 271.083 289.607 216 189.775 175.579
000000099567,9 286.862 202.439 78 236.131 284.326 181 368.806 113.021 188 567.793 276.539 192 514.970 238.712 204 182.388 177.384 209 237.345 42.845
000000099707,4 471.708 48.812 12 537.568 85.844 101 66.453 220.760 194 306.384 79.329 202 272.531 289.633
000000099893,56 72.210 232.753 111 401.808 175.073 124 284.151 69.400 174 370.005 38.827 178 544.110 177.010 200 230.080 256.651
000000100901,45 322.851 268.548 120 25.738 122.751 148 587.960 55.832 165 429.514 152.789
000000101069,51 168.030 283.654 54 244.228 256.236 60 336.391 268.250 131 484.233 37.029 140 561.928 127.006 191 502.958 133.378
000000101115,3 422.288 288.120 136 407.342 89.255 167 45.698 195.224 195 158.139 148.212 239 536.518 297.609
000000101248,43 193.070 242.482 102 425.247 276.461 155 137.897 92.945 223 527.073 139.714
000000101390,2 147.332 176.932 63 116.503 219.883 124 397.642 49.214 146 309.097 329.065 228 359.199 164.343 246 389.296 245.404
000000101473,17 114.478 162.757 31 133.526 106.396 83 464.856 314.137 95 456.574 53.754 117 328.531 292.961 121 540.455 85.633 247 241.611 119.784
000000101690,81 94.202 163.595 116 195.868 273.869 130 512.911 267.195 138 430.381 115.297 145 578.555 27.279 167 242.502 189.124 239 325.070 335.293
000000101820,54 237.465 184.706 180 102.267 175.231 234 359.029 47.973
000000101952,4 452.914 17.329
000000102200,3 74.869 220.014 53 458.445 187.595 82 514.397 177.759 158 526.106 76.972
000000102322,25 95.178 329.125 33 147.393 114.569 84 456.998 32.543 210 502.431 183.623 238 322.455 36.105
000000102540,63 613.087 313.780 71 328.729 78.639 97 325.495 281.509 141 587.244 161.403 228 453.036 238.545
000000102589,14 554.504 282.137 75 406.906 283.182 89 162.588 182.365 185 582.687 165.363
000000102667,79 296.084 247.699 126 549.971 158.569 170 259.855 131.319
000000102763,65 313.778 84.176 81 183.077 120.509 95 89.011 249.519 101 569.117 126.082 134 420.423 20.478 137 360.671 258.576
000000102908,14 414.654 215.760 161 573.651 105.226 161 40.430 285.875 177 434.788 297.675 183 266.494 111.888
000000102989,99 463.541 65.876 174 253.185 263.387 179 298.177 25.278 199 592.890 48.475 206 394.477 111.513
000000103564,35 272.710 306.704 134 551.633 267.953 188 407.786 202.230 228 578.593 161.180
000000103910,46 555.385 228.000 146 32.920 73.208 152 406.000 187.534 181 210.517 285.432 237 570.148 69.504 241 488.035 57.071
000000104053,46 87.801 213.036 95 64.895 57.191 96 551.249 237.528 145 409.822 317.558 173 326.144 267.531 178 156.546 277.682
000000104282,27 311.737 317.150 42 159.880 309.198 117 425.171 65.398 166 260.965 245.665 214 188.811 126.985
000000104596,44 442.127 143.366 44 119.322 287.546 70 429.899 58.070 155 313.120 71.802 160 125.626 71.455 179 386.780 93.543
000000104621,80 126.725 92.339 123 424.095 61.877 159 298.807 197.674 170 79.136 224.453 188 209.009 249.347 195 317.221 30.212 220 131.763 259.267
000000104790,1 306.674 87.273 24 160.677 300.118 89 107.083 76.853 169 444.690 300.729 222 63.636 101.759 242 98.845 235.291
000000105737,15 227.133 272.483 33 83.113 115.580 40 42.802 141.340 70 372.115 263.265 81 229.762 57.854 123 570.864 29.202
000000106010,7 294.834 170.387 23 63.882 107.271 64 270.598 322.397 205 569.361 101.284
000000106145,3 79.840 277.307 11 364.462 106.119 93 501.974 82.269 170 457.826 185.288 218 486.826 212.816
000000106269,47 429.513 161.370 115 256.818 257.869 155 217.029 48.962
000000106293,15 313.886 118.981 39 285.195 282.948 51 531.656 321.969 51 516.277 50.868 130 382.725 26.725 232 404.550 175.749
000000106484,7 32.155 49.468 12 134.870 38.464 72 280.255 128.229 76 187.833 185.636 108 474.712 58.715 113 564.205 50.275 180 508.363 114.113 236 287.715 291.209
000000107140,57 434.541 166.781 63 455.241 224.226 86 203.029 194.971 102 21.230 278.835 198 596.886 105.616 213 130.226 201.570 215 398.342 205.590
000000107306,0 326.200 78.677 48 84.026 191.892 73 579.849 344.488 150 458.400 265.266 193 435.316 77.546
000000107650,34 111.579 107.310 54 580.866 93.416 104 407.738 142.113 153 118.812 191.807 217 112.625 330.742
000000107741,86 579.868 218.620 177 86.240 225.317 210 161.925 291.231
000000108228,47 578.044 246.173 54 490.991 185.671 93 91.668 298.301 105 410.533 49.035 162 153.532 145.332
